username,tweet
Jimmywo96443655,"RT @JessiePang0125: Many chant “Hong Konger, revenge.” #antielab #HongKongProtests https://t.co/NhSug0utn7"
mememorie1999,"RT @Woppa1Woppa: Central.  News broke out about Chow's death, and many working class citizens came to Chater Garden during their lunch brea…"
Zeega333,RT @frances_sit: Police arrived at the scene to urge ppl to leave &amp; warning them they could be charged for participating in an illegal asse…
victor72468843,RT @Woppa1Woppa: Lunch break in Central.  These are not the typical young protesters.  You're looking at people in dress shirts and busines…
mattchan1209,"RT @yuen_cecil: #HongKong students, many wearing banned black masks, chanted slogans at their graduation at the with some holding up banner…"
y2tor6,"RT @lauinhk: Latest slogan: ""Hongkongers, revenge! "" The second word of the slogan used to be ""add oil"", which evolved into ""resist"". And n…"
MiriaShadow,"RT @FreedomHKG: StudentChow injured under Suspicious Circumstances!
#HongKongProtests #RipChow #HKHumanRightsandDemocracyAct 
#StandWithHon…"
nanaxanne,RT @Peggy_fung: How crazy is this photo showing the riot police just opened the door and shot directly at the journalist ignoring the fact…
Kenhu31,RT @LeyleyTsai: The police stopped the guy who has been arrested providing his name to find a lawyer. And this video has been removed from…
suki07345683,"RT @ray_slowbeat: Viral video: it looks like Sheung Tak parking garage in #TseungKwanO where a college student, 22yo man surnamed Chow, fel…"
victor72468843,"RT @ajmm19923493: A flash mob march during lunch hour in Central. #HongKong working class is paying tribute to Chow Tsz-Lok, and demanding…"
yuancooloo,"RT @galileocheng: The march has unprecedented anger towards police of everyone chanting “Police, repay the bloody debt w blood” #antiELAB #…"
gg852gg,"RT @frances_sit: A boy subdued at MTR station exit, after police arrived again to clear the road blocks #HongKongProtests https://t.co/sg6o…"
jackyyeung74,"RT @ClaudiaMCMo: University student Chow Tsz Lok died after falling one floor at a Tseung Kwan O housing estate car park 5 days ago, amid a…"
nanaxanne,RT @LeyleyTsai: The police stopped the guy who has been arrested providing his name to find a lawyer. And this video has been removed from…
yuancooloo,RT @frances_sit: Police arrived at the scene to urge ppl to leave &amp; warning them they could be charged for participating in an illegal asse…
cross19841,"RT @Woppa1Woppa: When we first saw the made in China tear gas was hot enough to melt road paint, we knew this would happen sooner or later.…"
heunggong101,"RT @Woppa1Woppa: #HKPolice say they didn't enter the parking lot BEFORE Chow fell off?  Yeah, they lied again.  Dash cam footage shows them…"
saurabh18497752,RT @frances_sit: Police arrived at the scene to urge ppl to leave &amp; warning them they could be charged for participating in an illegal asse…
willingjone,RT @LeyleyTsai: The police stopped the guy who has been arrested providing his name to find a lawyer. And this video has been removed from…
nanaxanne,"RT @Woppa1Woppa: Central.  News broke out about Chow's death, and many working class citizens came to Chater Garden during their lunch brea…"
Johnluke__1,RT @LeyleyTsai: The police stopped the guy who has been arrested providing his name to find a lawyer. And this video has been removed from…
EricAu96078104,RT @_jasmineleung_: #NOW: Over hundreds of @CUHKofficial graduands today have taken the advantage of their congregation to express their #5…
nanaxanne,RT @Woppa1Woppa: Scene at #HKUST.  The stage used for graduation ceremony has turned into a memorial site for Alex Chow.  While most at the…
fion_li,"RT @tictoc: @business 🇭🇰 ""No matter how they prosecute activists, we will continue our fight in such uphill battle.""  

Hong Kong activist…"
ChowJazz,"RT @CH_HONGKONG: #hongkongpolice basically aren’t professional anymore, just doing everything based on their emotion. no police will be hel…"
Matchbaby_LOL,RT @Woppa1Woppa: Scene at #HKUST.  The stage used for graduation ceremony has turned into a memorial site for Alex Chow.  While most at the…
nanaxanne,RT @HongKongFP: Cause of Hong Kong university student’s fall remains unclear as car park owner releases CCTV footage https://t.co/KyHSyVD6h…
newlyjacky,RT @JOceanW: A group of students are now marching to the residence of the university president Wei Shyy to demand him to condemn police vio…
Venuuuuus1,RT @_jasmineleung_: #NOW: Over hundreds of @CUHKofficial graduands today have taken the advantage of their congregation to express their #5…
WongSiuDing1,"RT @Woppa1Woppa: Central.  News broke out about Chow's death, and many working class citizens came to Chater Garden during their lunch brea…"
reallala77,RT @frances_sit: Police arrived at the scene to urge ppl to leave &amp; warning them they could be charged for participating in an illegal asse…
nanaxanne,RT @Woppa1Woppa: Lunch break in Central.  These are not the typical young protesters.  You're looking at people in dress shirts and busines…
ChieCheung,"LIBERTY, FRATERNITY, FREEDOM
@EmmanuelMacron  has sold it all to CCP 🇨🇳.
What about Xinjiang, Hong Kong, Tibet. 
Wh… https://t.co/5C2V96ALW4"
123886,RT @HongKongFP: Hong Kong student’s death prompts fresh anger and protests https://t.co/czMez4UHHy #HongKong #China #antiELABhk #antiELAB #…
iamahesd2,"RT @ajmm19923493: Today #HongKongers are walking to work on foot, an action to boycott MTR. They’re chanting Liberate #HongKong, Revolution…"
yy201322,"RT @lauinhk: Latest slogan: ""Hongkongers, revenge! "" The second word of the slogan used to be ""add oil"", which evolved into ""resist"". And n…"
Eddietang10,"RT @Woppa1Woppa: QE Hospital.  #HKUST student association wish for the press give Chow's family personal space, and also investigate why #H…"
haro730,RT @Woppa1Woppa: Lunch break in Central.  These are not the typical young protesters.  You're looking at people in dress shirts and busines…
jackyyeung74,"RT @Woppa1Woppa: QE Hospital.  #HKUST student association wish for the press give Chow's family personal space, and also investigate why #H…"
agrainofrice030,"RT @frances_sit: A boy subdued at MTR station exit, after police arrived again to clear the road blocks #HongKongProtests https://t.co/sg6o…"
UltraBroForce,RT @LeyleyTsai: The police stopped the guy who has been arrested providing his name to find a lawyer. And this video has been removed from…
UnitedS96114853,"RT @tictoc: 🇭🇰 ""Give us the truth.""

Masked protesters marched in Hong Kong's Central business district to demand an investigation on the p…"
PM_Thornton,FP: #HongKongProtests Leave Minorities Uncertain  #HongKong #香港 https://t.co/u4kTJjvK8t via @GoogleNews
Brakkabadoom,RT @ajmm19923493: #HongKongers continue our economic pressure - to only visit pro-Democracy restaurants and boycott those pro-Beijing. #Hon…
Eddietang10,"RT @frances_sit: Around a hundred #HongKong protesters have occupied the junction of Pedder Street &amp;Des Voeux Road Central,in a flash mob s…"
constSTEVIE,"RT @Woppa1Woppa: #HKPolice say they didn't enter the parking lot BEFORE Chow fell off?  Yeah, they lied again.  Dash cam footage shows them…"
DarrenChaiple,RT @Woppa1Woppa: Lunch break in Central.  These are not the typical young protesters.  You're looking at people in dress shirts and busines…
aciulu,RT @Woppa1Woppa: Lunch break in Central.  These are not the typical young protesters.  You're looking at people in dress shirts and busines…
skeptooo,"RT @frances_sit: Around a hundred #HongKong protesters have occupied the junction of Pedder Street &amp;Des Voeux Road Central,in a flash mob s…"
BruhLch,RT @LeyleyTsai: The police stopped the guy who has been arrested providing his name to find a lawyer. And this video has been removed from…
Eddietang10,RT @JOceanW: A group of students are now marching to the residence of the university president Wei Shyy to demand him to condemn police vio…
wwcjay,"RT @ClaudiaMCMo: University student Chow Tsz Lok died after falling one floor at a Tseung Kwan O housing estate car park 5 days ago, amid a…"
G20FalunGong,RT @frances_sit: Police arrived at the scene to urge ppl to leave &amp; warning them they could be charged for participating in an illegal asse…
skeptooo,RT @JOceanW: Some at UST just took out their anger by vandalising Starbucks there. #hongkongprotests https://t.co/vDAd8clQYZ
hyjpang,"RT @frances_sit: Around a hundred #HongKong protesters have occupied the junction of Pedder Street &amp;Des Voeux Road Central,in a flash mob s…"
shdIlaugh,"RT @tictoc: JUST IN: Hong Kong student Chow Tsz-lok who fell near an area of confrontation between protesters and police has died, SCMP rep…"
wwcjay,RT @Peggy_fung: How crazy is this photo showing the riot police just opened the door and shot directly at the journalist ignoring the fact…
julianisnew,"RT @ajmm19923493: A flash mob march during lunch hour in Central. #HongKong working class is paying tribute to Chow Tsz-Lok, and demanding…"
hkdemonow,"RT @frances_sit: A boy subdued at MTR station exit, after police arrived again to clear the road blocks #HongKongProtests https://t.co/sg6o…"
Yan02504160,RT @HongKongFP: A new cartoon from Chinese artist @Badiucao after a student died following a fall during a police operation on Sunday. Full…
emiru0095,RT @Peggy_fung: How crazy is this photo showing the riot police just opened the door and shot directly at the journalist ignoring the fact…
G20FalunGong,RT @JOceanW: Some at UST just took out their anger by vandalising Starbucks there. #hongkongprotests https://t.co/vDAd8clQYZ
G20FalunGong,"RT @frances_sit: Around a hundred #HongKong protesters have occupied the junction of Pedder Street &amp;Des Voeux Road Central,in a flash mob s…"
Kawaiiiii19,"RT @Woppa1Woppa: When we first saw the made in China tear gas was hot enough to melt road paint, we knew this would happen sooner or later.…"
HongkongerAmy,RT @Woppa1Woppa: Lunch break in Central.  These are not the typical young protesters.  You're looking at people in dress shirts and busines…
appleap65844182,RT @Peggy_fung: How crazy is this photo showing the riot police just opened the door and shot directly at the journalist ignoring the fact…
ChowJazz,RT @cuhkcampusradio: Today is the graduation ceremony of CUHK. A mainland student held a knife towards the graduates of CUHK and sang the C…
WwfJimmy,RT @Woppa1Woppa: Lunch break in Central.  These are not the typical young protesters.  You're looking at people in dress shirts and busines…
emiru0095,"RT @CH_HONGKONG: #hongkongpolice basically aren’t professional anymore, just doing everything based on their emotion. no police will be hel…"
Venuuuuus1,"RT @Dystopia992: The moment when #HKPolice fired tear gas at #press, on a police vehicle before they leave.

Proof of #HKPoliceTerrorism —…"
freeHongKong15,"RT @tictoc: @business ""Give us the truth.""

Masked protesters march in Hong Kong's Central business district to demand an investigation on…"
newlyjacky,"RT @CH_HONGKONG: #hongkongpolice basically aren’t professional anymore, just doing everything based on their emotion. no police will be hel…"
Pandora00579473,RT @galileocheng: Student who suffered brain injury in car park fall has died https://t.co/ipxbSKNs6i via @scmpnews #antiELAB #AntiMaskLaw…
ChiuBryan313,"RT @ClaudiaMCMo: University student Chow Tsz Lok died after falling one floor at a Tseung Kwan O housing estate car park 5 days ago, amid a…"
